id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
81,magnemite,1,"electric,steel",3,60,65,25,35,70,95,55,45,325,"magnet-pull,sturdy",analytic,gray,arms,rough-terrain,medium,190,70,20,False,False,False,False,-1,False,34,,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png
82,magneton,1,"electric,steel",10,600,163,50,60,95,120,70,70,465,"magnet-pull,sturdy",analytic,gray,heads,rough-terrain,medium,60,70,20,False,False,False,False,-1,False,34,magnemite,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png
83,farfetchd,1,"normal,flying",8,150,132,52,90,55,58,62,60,377,"keen-eye,inner-focus",defiant,brown,wings,grassland,medium,45,70,20,False,False,False,False,4,False,35,,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png
84,doduo,1,"normal,flying",14,392,62,35,85,45,35,35,75,310,"run-away,early-bird",tangled-feet,brown,legs,grassland,medium,190,70,20,False,False,False,True,4,False,36,,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png
85,dodrio,1,"normal,flying",18,852,165,60,110,70,60,60,110,470,"run-away,early-bird",tangled-feet,brown,legs,grassland,medium,45,70,20,False,False,False,True,4,False,36,doduo,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png
86,seel,1,water,11,900,65,65,45,55,45,70,45,325,"thick-fat,hydration",ice-body,white,fish,sea,medium,190,70,20,False,False,False,False,4,False,37,,The protruding horn on its head is very hard. It is used for bashing through thick ice.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png
87,dewgong,1,"water,ice",17,1200,166,90,70,80,70,95,70,475,"thick-fat,hydration",ice-body,white,fish,sea,medium,75,70,20,False,False,False,False,4,False,37,seel,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png
88,grimer,1,poison,9,300,65,80,80,50,40,50,25,325,"stench,sticky-hold",poison-touch,purple,arms,urban,medium,190,70,20,False,False,False,False,4,False,38,,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png
89,muk,1,poison,12,300,175,105,105,75,65,100,50,500,"stench,sticky-hold",poison-touch,purple,arms,urban,medium,75,70,20,False,False,False,False,4,False,38,grimer,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png
90,shellder,1,water,3,40,61,30,65,100,45,25,40,305,"shell-armor,skill-link",overcoat,purple,ball,sea,slow,190,70,20,False,False,False,False,4,False,39,,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png
91,cloyster,1,"water,ice",15,1325,184,50,95,180,85,45,70,525,"shell-armor,skill-link",overcoat,purple,ball,sea,slow,60,70,20,False,False,False,False,4,False,39,shellder,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png
92,gastly,1,"ghost,poison",13,1,62,30,35,30,100,35,80,310,levitate,,purple,ball,cave,medium-slow,190,70,20,False,False,False,False,4,False,40,,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png
93,haunter,1,"ghost,poison",16,1,142,45,50,45,115,55,95,405,levitate,,purple,arms,cave,medium-slow,90,70,20,False,False,False,False,4,False,40,gastly,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png
94,gengar,1,"ghost,poison",15,405,225,60,65,60,130,75,110,500,cursed-body,,purple,upright,cave,medium-slow,45,70,20,False,False,False,False,4,True,40,haunter,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png
95,onix,1,"rock,ground",88,2100,77,35,45,160,30,45,70,385,"rock-head,sturdy",weak-armor,gray,squiggle,cave,medium,45,70,25,False,False,False,False,4,False,41,,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png
96,drowzee,1,psychic,10,324,66,60,48,45,43,90,42,328,"insomnia,forewarn",inner-focus,yellow,humanoid,grassland,medium,190,70,20,False,False,False,False,4,False,42,,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png
97,hypno,1,psychic,16,756,169,85,73,70,73,115,67,483,"insomnia,forewarn",inner-focus,yellow,humanoid,grassland,medium,75,70,20,False,False,False,True,4,False,42,drowzee,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png
98,krabby,1,water,4,65,65,30,105,90,25,25,50,325,"hyper-cutter,shell-armor",sheer-force,red,armor,waters-edge,medium,225,70,20,False,False,False,False,4,False,43,,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png
99,kingler,1,water,13,600,166,55,130,115,50,50,75,475,"hyper-cutter,shell-armor",sheer-force,red,armor,waters-edge,medium,60,70,20,False,False,False,False,4,False,43,krabby,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png
100,voltorb,1,electric,5,104,66,40,30,50,55,55,100,330,"soundproof,static",aftermath,red,ball,urban,medium,190,70,20,False,False,False,False,-1,False,44,,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png
101,electrode,1,electric,12,666,172,60,50,70,80,80,150,490,"soundproof,static",aftermath,red,ball,urban,medium,60,70,20,False,False,False,False,-1,False,44,voltorb,It stores electric energy under very high pressure. It often explodes with little or no provocation.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png
102,exeggcute,1,"grass,psychic",4,25,65,60,40,80,60,45,40,325,chlorophyll,harvest,pink,heads,forest,slow,90,70,20,False,False,False,False,4,False,45,,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png
103,exeggutor,1,"grass,psychic",20,1200,186,95,95,85,125,75,55,530,chlorophyll,harvest,yellow,legs,forest,slow,45,70,20,False,False,False,False,4,False,45,exeggcute,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png
104,cubone,1,ground,4,65,64,50,50,95,40,50,35,320,"rock-head,lightning-rod",battle-armor,brown,upright,mountain,medium,190,70,20,False,False,False,False,4,False,46,,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png
105,marowak,1,ground,10,450,149,60,80,110,50,80,45,425,"rock-head,lightning-rod",battle-armor,brown,upright,mountain,medium,75,70,20,False,False,False,False,4,False,46,cubone,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png
106,hitmonlee,1,fighting,15,498,159,50,120,53,35,110,87,455,"limber,reckless",unburden,brown,humanoid,urban,medium,45,70,25,False,False,False,False,0,False,47,tyrogue,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png
107,hitmonchan,1,fighting,14,502,159,50,105,79,35,110,76,455,"keen-eye,iron-fist",inner-focus,brown,humanoid,urban,medium,45,70,25,False,False,False,False,0,False,47,tyrogue,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png
108,lickitung,1,normal,12,655,77,90,55,75,60,75,30,385,"own-tempo,oblivious",cloud-nine,pink,upright,grassland,medium,45,70,20,False,False,False,False,4,False,48,,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png
109,koffing,1,poison,6,10,68,40,65,95,60,45,35,340,"levitate,neutralizing-gas",stench,purple,ball,urban,medium,190,70,20,False,False,False,False,4,False,49,,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png
110,weezing,1,poison,12,95,172,65,90,120,85,70,60,490,"levitate,neutralizing-gas",stench,purple,heads,urban,medium,60,70,20,False,False,False,False,4,False,49,koffing,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png
111,rhyhorn,1,"ground,rock",10,1150,69,80,85,95,30,30,25,345,"lightning-rod,rock-head",reckless,gray,quadruped,rough-terrain,slow,120,70,20,False,False,False,True,4,False,50,,"A POKéMON with a one-track mind. Once it charges,  it won't stop running until it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png
112,rhydon,1,"ground,rock",19,1200,170,105,130,120,45,45,40,485,"lightning-rod,rock-head",reckless,gray,upright,rough-terrain,slow,60,70,20,False,False,False,True,4,False,50,rhyhorn,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png
113,chansey,1,normal,11,346,395,250,5,5,35,105,50,450,"natural-cure,serene-grace",healer,pink,upright,urban,fast,30,140,40,False,False,False,False,8,False,51,happiny,A rare and elusive POKéMON that is said to bring happiness to those who manage to get it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png
114,tangela,1,grass,10,350,87,65,55,115,100,40,60,435,"chlorophyll,leaf-guard",regenerator,blue,legs,grassland,medium,45,70,20,False,False,False,False,4,False,52,,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png
115,kangaskhan,1,normal,22,800,172,105,95,80,40,80,90,490,"early-bird,scrappy",inner-focus,brown,upright,grassland,medium,45,70,20,False,False,False,False,8,True,53,,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png
116,horsea,1,water,4,80,59,30,40,70,70,25,60,295,"swift-swim,sniper",damp,blue,blob,sea,medium,225,70,20,False,False,False,False,4,False,54,,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png
117,seadra,1,water,12,250,154,55,65,95,95,45,85,440,"poison-point,sniper",damp,blue,blob,sea,medium,75,70,20,False,False,False,False,4,False,54,horsea,Capable of swim­ ming backwards by rapidly flapping its wing-like pectoral fins and stout tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png
118,goldeen,1,water,6,150,64,45,67,60,35,50,63,320,"swift-swim,water-veil",lightning-rod,red,fish,waters-edge,medium,225,70,20,False,False,False,True,4,False,55,,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png
119,seaking,1,water,13,390,158,80,92,65,65,80,68,450,"swift-swim,water-veil",lightning-rod,red,fish,waters-edge,medium,60,70,20,False,False,False,True,4,False,55,goldeen,"In the autumn spawning season, they can be seen swimming powerfully up rivers and creeks.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png
120,staryu,1,water,8,345,68,30,45,55,70,55,85,340,"illuminate,natural-cure",analytic,brown,blob,sea,slow,225,70,20,False,False,False,False,-1,False,56,,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png
121,starmie,1,"water,psychic",11,800,182,60,75,85,100,85,115,520,"illuminate,natural-cure",analytic,purple,blob,sea,slow,60,70,20,False,False,False,False,-1,False,56,staryu,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png
122,mr-mime,1,"psychic,fairy",13,545,161,40,45,65,100,120,90,460,"soundproof,filter",technician,pink,humanoid,urban,medium,45,70,25,False,False,False,False,4,False,57,mime-jr,"If interrupted while it is miming, it will slap around the offender with its broad hands.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png
123,scyther,1,"bug,flying",15,560,100,70,110,80,55,80,105,500,"swarm,technician",steadfast,green,bug-wings,grassland,medium,45,70,25,False,False,False,True,4,False,58,,"With ninja-like agility and speed, it can create the illusion that there is more than one.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png
